text,label
ഞാൻ താറാവ് ഇറച്ചി കഴിക്കില്ല പക്ഷെ Mam ഉണ്ടാക്കുന്നത് കണ്ടപ്പോൾ കഴിക്കാൻ തോന്നുന്നു,4
I love you,4
Same കത്തി എന്റെ veetilund ,6
Best wishes for your new home..  Ella aiswaryangalum undakatte,6
Wow.. super,3
Glass thaniye neegunna pole( 8.28),6
First comment njan aano,6
Happy birthday Avi... Stay blessed.,6
Thank you veena chechi for easy recipes,5
Chechii ring evede azhichu vacho,6
Thanks Veena. God bless you,1
ഇന്നാണ് ഞാൻ ചേച്ചിടെ കഥ   വായിച്ചതു സത്യം ചേച്ചീനെ ഒരുപാടു  ഇഷ്ടപെടുന്നു,6
Chechii idonu udakytt style aaknm..familyl..status idanm frnds  groupl,7
Perfect... super,3
I love you ചേച്ചി ഞാനും ആ വഴി വന്നത് ചേട്ടായി എന്റെ കൂടെ നിന്നു ചേട്ടായി ന്റെ അമ്മ നല്ല പോരായിരുന്നു ഇപ്പോൾ വാടക വീട് എടുത്തു ഇപ്പോൾ കുഴപ്പം ഇല്ല,6
I am looking for this recipe,7
Oh oh Chinna veedu,6
Chechide oven etra watt aanu?,7
കൊള്ളാം.. 3rd method കലക്കി.. ,6
Hai veena chechi nte sis name veena ennu anu ,6
"Jan chetta....idaku idakku....maranathe paty parayarutheee,felt too sad to think about it.... you both are our family members",6
biriyani to make .Thanks ,6
Oh ..great..will try this..!!,6
Really appreciate you for taking this much effort in making each vlog very interesting.,4
My God. how are you Lakshmi Lakshmi Eranakulam alle.,6
"Chechi super aayittundu, I will try",3
Excellent Lakshmi!  Excellent job!,2
thank you so much veena dear mam.,1
ചേച്ചി ഞാൻ seperate layer ആയിട്ടാണ്  ഉണ്ടാക്കാറുള്ളത്. ഇതു  spr ആയിട്ടുണ്ട്. Variety  cake....,5
രാവിലെ ഉണ്ടാക്കുന്ന അപ്പത്തിന്റെ ബാക്കി മാവിൽ പഞ്ചസാരയും ഏലക്ക പൊടിയും ചേർത്ത്  വൈകുന്നേരം ഇഡലി ചെമ്പിൽ പുഴുങ്ങി അടിപൊളി വട്ടയപ്പം എന്നു പറഞ്ഞ് വീട്ടുകാരെ പറ്റിക്കുന്ന ഈ ഞാൻ,6
ചേച്ചി... love you so much...,6
"I have to take time n watch this. As we move westwards, spirituality declines, business sense increases. My thinking. I was thinking all original cultural n the  spiritual concept were on all along the rivers. Along the Nile, Euphrates, Sindhu, Tsikiang,Yamgtesikiang rivers. There weren't any American n Australian civilization too. ",6
Enik sagadam vannu ammammeda scene ,6
Chechiiii suuuper aayo tdy special arunnu,6
Happy Birthday avi cake ,6
Thanks Veena God bless you,1
"പുരുഷന്റെ സൗന്ദര്യം മുഖത്തല്ല ഹൃദയത്തിൽ കാണുന്നു അതിനെ പൗരുഷം എന്ന് പറയും, അതിന്റെ അളവുകോൽ സ്ത്രീ അനുഭവിക്കുന്ന സ്വാതന്ത്ര്യവും സുരക്ഷിതത്വബോധവും മാത്രം ",6
Wow superb Chechi waiting for youronam recipes Stay blessed ,3
Adipoli...aaki nokate..kanumbol thanne aakan kothiyayi,3
Veena chechi,6
shoo miss ayelo :) ...we were there in lisbon and sintra  from dec  18-22 :)....really amazing city,6
Undakito veenechi.,6
"Thanks, looks good! I am from kottayam, and I used to make meencurry with lots of small onions . Now I have to try this .",5
"Thank you Veena,njanumunadakkum unniyppam",1
Mam manchester poyittu thirichu vanno??,6
Veena ചേച്ചി fans ഒന്ന് like അടിച്ച് പൊളിക്ക് ,6
ഇത് ശരിയെന്നതിന്റെ ഒരുപാട് ഉദാഹരണങ്ങളിൽ ഒന്ന് മാത്രമായിരിക്കാമിത്.....!!,6
Happy birthday Avi,6
Mam supper  simple ,3
"Will make for sure, thanks for sharing.",1
Stay happy & lots of  chechi,6
ഇപ്പോയും സുന്ദാരി,6
പുതിയ വീട് അടിപൊളി ആയിട്ടുണ്ട് ,6
"ജാന്റെ മാതാപിതാക്കൾ എത്രയോ ഉയർന്നു ചിന്തിച്ചവർ,, 'അവരുടെ മകൻ അതിലും ഉയർന്ന ചിന്തയുള്ളവൻ, അത്ഭുതപ്പെടാനില്ല. ഈശ്വരൻ എന്നും കൂടെയുണ്ടാവട്ടെ,,, Jaan you are really great,,,",6
Nagalum thega edaarund... nalla tastaaa...,2
Super recipe chechii...adipolii adipoliii...,2
സൂപ്പർ ,3
Food kazhichu kazhinjathe ullu  ennittum ith kandappo veendum vishakkunnuu,4
Chechi eppol njangaludey familyiley oraley pola bcse chechiyudey Peru parayatha oru divasam eppol ella. Eth enthayalum try cheyyum ,6
Nice video Chechi,3
ചേച്ചിയുടെ കുക്കിംഗ് ആർക്കാണ് ഇഷ്ടമില്ലാത്തത്,4
ചേച്ചിയിൽ കൂടിഞാൻ പോർച്ചുഗൽ കണ്ടു സൂപ്പർ ,6
This Sunday i will definitely make it. Thank you and love you ma'am.,6
Happy bday avikutta .God bless dear,6
Jan chetan nte vlog undo,6
Chechiyude sound kelkkumbol manasilaakum thanupp ethrayaannu,6
Chettan polikkunnund,6
"I tried it yesterday nd it came out brilliant!!!!Perfect in appearance  nd taste superThank you.will put the picture next time, forgot to take it this time",5
Happy journey... ,6
"njanum tengappal chertu aanu arakkalu, pakshe tjenga ndakkunenu oru 1hr munp arachu cherkkum, ottum puli ndakulla",7
Cake adipoli!!! Kannan nalla bhangi!!! Easy frosting too!!! Nandus cake name and Avi's writing also superb!!! God bless u all!!! Missing Jan in dis video!!!,5
"Haiii chechii sugamano,  ",6
മാഡത്തിന്റെ ആത്മ ഗതം നല്ല രസമുണ്ട് കേൾക്കാൻ. ഇടവിട്ടു ഹയ്യോ എൻഡ് രസം. അതുകേൾക്കാണ് രസം,6
Beautiful home...Happy New Year!,6
"Congrats &God bless u Jan chettan ,veena chechi &makkaluzz",6
Second method kanichath enik bayankara ishtayii.. Karanam angane slice cheyana orupadu budhimutt.. Ini ingane try cheyyatothnq veenechii ,6
"That’s my fav dessert and ditto it’s the same that I learnt from my aunty some twenty years before but minus condensed milk and cream, will try next time with that. Our Iftars never go without the fruit salad. Btw ma’am we do get B&P brand here in Pollachi. If you need it I will be able to send it. Thx for the recipe",1
Hai chechi  super dish  pinne jeer powder.  Ettanu valu tano  cheria jeerakam ano atu manassilayilla pls,5
Happy birthday avi,6
I never thought I would be able to bake such soft bread at home. Came out very soft and spongy . Thanks veena,1
ഇതിലേ എല്ലാ വിഡിയോസും സ്ഥിരമായി കാണുന്ന ലക്ഷ്മി മാഡത്തിന്റെ കട്ട ഫാൻസ്‌ ഇതിലെ ഇതിലെ .....,6
"ചേച്ചി ഭയങ്കര സുന്ദരിയായി ട്ടൊ,ഈശ്വരന്റെ അനുഗ്രഹം ",6
Nice celebration thank chechiii for sharing all the things love you ,1
തൃശൂർ ഒരു meetup vekkanae... waiting to see you ,6
"Ma'am,  if you don't mind, ",6
Chechi ethra thirakkanekilum vlog ellam kanarundegod bless  you chechi,6
Nice vlog mam..pls upload more videos of this place..u look super cool...can u tell me the lip color u used in dis video.keep going...wishing u only d best,6
Hii Veenechiii... Njn carrot cake indakki supr arnnu ... Athond ithum njn indakkum ,6
Happy Onam to All Fashion Lovers,6
Beautiful places  thanks  kaanaan  pattiyatinu   tomato  rice nanjan undaakkaarund chicken vechu cheyhatilla,1
കൊള്ളാം സൂപ്പർ,3
Katta onnum ellaathe kitty,6
Today’s breakfast Adai dosa ... adipoli nalla taste  ellavarkkum ishtappettu ,2
Njan subscribe cheythu enneyum cheyane,6
Allelum chechi super ane,4
First,6
Thanks mam ,1
Kottayam da .kottayamkaaru like adicholoo,6
Adipoli.. ,3
Good Morning. How are food in Portugal? Which Airlines go there? Thank you,6
And one more thing ....chechide nieghbour nte time  how lucky they are ,6
Butter nu pakaram margarine use cheyyamo?,7
"Easy chicken&kovakka ,salad vellarikka ittu sambar ellam njan try cheythu.super anu . chicken+coconut milk yummy.",5
beautiful house ,6
ദാ ആ കാണുന്ന ദിത് ഉണ്ടല്ലോ അവിടെ ആണ് ദിത് അല്ലാതെ വേറെ ദതും ഇല്ല ദേ എന്താപ്പൊ മൊത്തത്തിൽ ഒരു ഇത് ,6
Pottum mookum manakkum  with expression ,6
Healthy recipe ,2
Wow...So well explained in detail ,6
"Aaha, njan pandu try cheytitund... innu dinner nu paneer masala plan cheytata iniyipp ithundakam... ente oru fav aanu.... video kandilla nannavum ennurapanu.... pinne kaanam ratri undakam.....",6
Thank you Veena for the wonderful cake...nalle patience unde Veenaki...u r simply superb dear,5
Yummy chicken ....,2
Christmas  special super...,6
Njan ennu jan chettante veedu kandu,6
Waiting aayirun eni video kanatte ,6
Ma'am.. Videos short aakkaruthe..... ,7
God bless u nd ur family chechii,6
Looking beautiful as always.   Thanks for the recipes.  Madam would you like to share your daily routine of your fitness,1
Super chechi...try cheythitt feedback parayatto.... Gothambu podi vechu cheythal ithrayum perfect aakumo chechi?,7
Bread omelette  supperrr,2
God bless you,6
Kollam simple and easy way ,2
Yummy Thank you ചേച്ചി ,5
Superbb,3
Wow,3
അമ്മയുടെ അനുഗ്രഹം വാങ്ങി സന്തോഷത്തോടെ വാ.  Happy journey,6
ലക്ഷ്മി ചേച്ചി വീട്ടിൽ എങ്ങനെയാണ് കട്ട തൈര് ഉണ്ടാക്കുന്നത് എന്ന് കാണിച്ചു തരാമോ.......,7
ചേച്ചി മണം ഇവിടെ അടിച്ചു കഴിക്കുന്നത് കണ്ടപ്പോൾ കൊതിതോന്നി  തീർച്ചയായും  ഉണ്ടാക്കിനോക്കും . ,3
Randu tharavanu two tharavu chechi pwoli ,2
"Hello Mam, hope you are doing well. Today's hair style superb. My favourite pineapple pullisherry. All your videos super. Good presentation.  Hats off to you. Good luck.",5
"എന്റെ വിരൽ മുറിഞ്ഞു, അതുകൊണ്ടു ഞാൻ നിർത്തി",6
Good presentation,3
Anike oven eilya eppozhakilum vangichal njan try chaythu nokam sorry chachi,6
ഫസ്റ്റ് ,6
"super dish ""Happy Journey""",6
ജാൻ ചേട്ടനെ പണ്ടെ ഇഷ്ടമായിരുന്നു... പക്ഷെ ഇപ്പോൾ 100 മടങ്ങ് Respect കൂടി!,6
That's awesome mam  definitely I'll try it thank you for sharing this recipe with us.,1
account karyamgal thamkalk engane aryan patum..ithin ok password vende ithok keri nokanel..athok avar tanno,6
Lekshmi mam supr im also a solo traveler ,4
Njangalude swantham meen curry..,2
"Pwoliii, ",3
Mam super.......... Samsaaramonnum kurakenda to kuttikaalam muthal magic oven ilooode keelkunatha orikalum boradikila........ ,2
Nhan 8th standard muthal maam nte faan aanu. Love u...,4
Thanks veena dear mam.,1
Ethra vrithikanu chechii paraju tharunee...   Nce presentations.  ,3
Most anticipated video Thanku veenechy,1
Respecting your husband jaan .he is your jaan .his name is really meaningful.,6
Like this type of simple receipes,2
അടിപൊളി വീട് നല്ല സ്ഥലം ഉണ്ട് എനിക്ക് ഒത്തിരി ഇഷ്ടായി,6
Njanum undakarund.. ente oven ilum 4 mnts thanneya..,6
വീണച്ചേച്ചി താങ്ക്സ് ഫോർ ദിസ്‌ recipe.. തീർച്ചയായിട്ടും ട്രൈ ചെയ്യും..,1
Super chechi ,4
Kanunnathinu munpe njanum like,6
Chechi nte channal nnu visit cheyumo?plz,6
Pallu theppil vare enthoru dedication Jan chettanu,6
"എല്ലാ റെസിപിയും സൂപ്പർ ആണ്, thank you ചേച്ചി",5
entha Kerala thanima (sarium malaum),6
Avi in full form and action Happy to see you guys chilling,6
Nice ,2
Great place !!!!,6
Mamnte vlogl kandirunnu,3
Cake decorate Cheyyunna video kaanikanam Oru divasam pinne perfectly frosting  also with diff fruit flavor. Making cream also.,7
Thanks a lot Mam for this wonderful recip. Happy X mas Sneha n Mam.,1
"Thanks chechi, love it, yummy!",5
thank you dear ....,1
"Njan ithu undakki super tasty, yummy",2
Hai veena chechi...Happy journey dear...time kittiyal oru hai enkilum parayane chechi...,6
Oru suggestion paranjukollatee... oru beginners cooking series ennu paranju new series thudangiyal... hit aakum,7
Thank you da,1
Mom tried it today and it was delicious  thanks to you,1
Grilled chicken masala onnu parayaavo with measurements Same way I am cooking,7
How we should add yeast,7
Chechy de ella recipesum super ann. Njan try cheyuarunnd,2
Was smiling throughout the video... it felt so good... love you all ,6
